time,AF3,F7,F3,FC5,T7,P7,O1
3.398,18.767,21.920,19.926,21.827,19.420,17.964,21.068
3.406,33.841,33.178,31.898,32.405,29.828,34.880,32.918
3.414,37.240,41.163,40.113,40.826,40.041,38.863,38.019
3.422,41.305,40.851,40.513,41.500,41.337,42.728,41.186
3.430,37.330,34.534,34.545,35.970,33.035,38.721,33.824
3.438,29.375,33.718,30.870,30.067,33.800,31.034,32.151
3.445,26.605,30.864,31.547,26.659,27.756,30.661,29.084
3.453,27.078,29.812,28.716,27.789,26.352,30.258,28.989
3.461,28.979,26.813,28.224,24.625,25.854,27.204,28.625
3.469,21.268,21.517,20.301,24.168,21.046,23.274,22.895
3.477,16.989,16.642,16.906,17.493,17.869,19.739,17.443
3.484,22.475,21.258,18.238,20.047,22.904,23.244,22.157
3.492,28.671,27.537,28.966,27.591,30.132,29.922,29.842
3.500,39.882,44.159,40.546,39.475,41.518,41.916,43.009
3.508,56.102,52.476,56.053,56.384,55.886,54.463,54.827
3.516,63.098,65.058,63.877,61.324,59.642,64.375,61.622
3.523,63.533,64.883,63.702,62.721,64.895,63.997,65.792
3.531,57.945,59.101,57.349,59.544,59.544,56.800,57.191
3.539,52.536,54.936,56.976,54.307,55.494,53.010,56.839
3.547,50.362,53.992,49.500,52.182,51.469,51.370,54.906
3.555,51.111,53.299,51.448,50.940,48.546,51.781,52.394
3.562,45.612,47.776,49.172,46.874,50.324,47.762,47.612
3.570,42.770,45.059,42.430,43.913,46.066,45.489,46.131
3.578,43.069,39.253,39.340,42.743,38.892,39.181,40.226
3.586,42.824,41.005,40.245,41.221,43.318,42.507,43.479
3.594,51.461,50.395,48.256,50.867,50.758,50.747,48.744
3.602,61.670,64.566,65.125,62.010,60.288,62.988,64.442
3.609,72.274,73.836,72.357,72.133,75.855,73.352,70.833
3.617,78.626,75.306,77.892,79.335,79.647,77.283,77.024
3.625,76.579,74.783,73.055,74.190,71.947,76.038,74.745
3.633,66.715,69.155,67.751,66.950,70.226,66.709,66.766
3.641,65.413,60.723,62.657,59.736,64.728,60.223,63.202
3.648,58.389,58.649,58.476,56.447,60.169,57.605,56.318
3.656,57.611,58.212,58.161,54.054,57.104,53.790,56.781
3.664,51.699,47.680,50.493,51.878,51.200,51.590,51.647
3.672,42.260,43.146,43.963,44.564,44.600,42.097,41.614
3.680,35.693,37.899,36.736,37.953,39.613,34.945,39.202
3.688,38.290,39.419,39.396,36.996,39.398,37.395,38.420
3.695,44.917,47.629,43.148,43.433,48.573,47.647,44.739
3.703,57.266,53.889,55.340,54.702,56.059,55.906,55.202
3.711,63.454,64.861,66.050,62.945,65.138,61.997,65.518
3.719,64.833,67.172,64.744,66.784,63.746,67.043,61.970
3.727,58.296,60.375,59.582,57.544,57.386,57.406,59.743
3.734,51.166,49.865,48.626,51.718,51.775,50.047,51.570
3.742,41.251,43.978,46.064,43.297,44.705,43.411,46.398
3.750,40.421,40.124,35.450,38.535,36.524,37.427,37.132
3.758,33.452,34.616,34.012,31.873,32.317,31.548,32.225
3.766,25.018,27.932,29.364,25.582,25.184,28.726,25.438
3.773,17.787,21.085,17.736,18.594,19.842,19.749,16.862
3.781,14.118,14.549,14.386,11.543,13.299,12.780,15.528
3.789,15.719,14.593,13.887,14.487,13.200,14.053,16.963
3.797,24.660,24.912,22.654,24.495,24.697,23.410,23.489
3.805,35.563,34.193,33.750,33.715,35.239,33.541,37.379
3.812,43.344,38.433,41.940,41.022,41.336,39.638,38.807
3.820,40.546,41.877,39.553,43.856,39.851,41.005,41.602
3.828,36.129,37.264,36.928,35.768,32.868,36.678,37.850
3.836,28.790,29.262,29.125,29.939,30.079,26.883,28.658
3.844,20.783,22.303,22.327,22.370,22.462,23.874,24.514
3.852,18.983,22.295,22.067,19.365,17.635,18.653,17.795
3.859,16.466,18.424,18.342,16.486,16.733,13.301,17.798
3.867,11.797,9.103,8.431,11.797,10.503,10.791,8.447
3.875,3.125,6.196,2.634,5.700,6.604,6.700,5.469
3.883,2.337,2.738,2.064,3.292,2.337,1.483,5.703
3.891,8.456,5.546,5.582,10.069,8.852,8.420,9.651
3.898,20.340,19.918,18.314,21.749,19.243,17.700,18.395
3.906,33.108,31.781,31.257,29.568,31.237,33.277,34.173
3.914,37.227,37.234,38.351,38.366,39.462,39.425,38.033
3.922,40.477,42.918,41.619,39.515,41.253,38.094,40.429
3.930,36.611,36.010,36.287,38.173,33.877,34.507,36.350
3.938,30.071,28.659,29.596,29.251,32.506,32.035,30.931
3.945,28.125,30.563,27.447,28.074,30.290,28.419,25.953
3.953,28.656,27.057,25.891,28.395,29.666,26.647,26.797
3.961,27.382,28.565,27.820,27.918,28.136,25.579,23.051
3.969,20.167,19.571,24.007,22.601,20.497,20.630,21.529
3.977,19.931,19.205,19.483,19.923,18.386,18.631,18.088
3.984,21.234,21.945,19.982,19.868,20.828,19.842,23.236
3.992,29.515,26.449,30.366,31.016,28.430,27.454,27.215
4.000,42.336,41.853,44.107,41.232,41.637,42.238,42.310
4.008,56.651,55.266,57.159,56.660,53.307,54.901,52.118
4.016,61.473,60.347,62.557,64.210,63.048,62.485,63.058
4.023,60.918,60.982,62.323,63.311,63.677,59.073,62.143
4.031,57.300,60.252,60.407,59.499,56.334,59.266,60.203
4.039,56.419,54.104,55.189,56.605,54.470,52.989,52.262
4.047,54.907,52.655,51.947,50.286,55.404,54.967,50.970
4.055,52.726,52.515,53.535,52.557,48.709,50.097,52.314
4.062,46.342,48.140,50.206,48.614,51.267,48.962,52.043
4.070,41.592,43.177,42.296,44.126,46.384,46.031,42.746
4.078,42.331,41.219,39.869,40.797,38.538,39.775,42.427
4.086,41.367,41.632,40.992,41.691,43.349,40.884,40.994
4.094,48.572,52.396,49.230,52.300,51.455,49.621,52.468
4.102,64.336,64.036,63.991,64.328,64.832,63.787,65.776
4.109,73.448,73.237,73.027,72.118,71.196,73.311,73.822
4.117,76.281,77.510,76.006,79.489,77.537,76.057,79.680
4.125,77.179,74.614,74.058,75.141,74.010,74.251,76.247
4.133,69.956,70.486,69.455,69.829,67.620,69.037,68.278
4.141,64.702,63.035,62.443,62.882,62.764,62.516,62.877
4.148,58.349,57.125,59.179,57.147,57.745,58.647,58.029
4.156,52.599,53.434,57.423,54.241,54.247,53.255,56.267
4.164,50.212,51.013,49.985,48.335,50.920,52.854,51.244
4.172,41.375,44.012,40.741,40.625,43.503,44.987,44.591
4.180,38.805,35.081,38.931,36.542,40.764,35.707,39.651
4.188,39.399,40.636,40.518,38.216,37.477,39.195,36.405
4.195,44.775,45.547,43.672,45.131,45.161,44.349,47.218
4.203,55.981,52.854,53.808,55.094,54.853,55.404,58.975
4.211,63.446,64.669,66.445,61.454,61.178,63.362,62.597
4.219,63.179,63.174,64.872,66.071,64.648,63.804,66.270
4.227,58.593,56.327,59.927,58.168,58.226,55.417,60.257
4.234,49.139,48.478,49.290,51.693,52.457,47.731,49.343
4.242,44.512,42.348,44.028,41.343,42.751,42.810,43.382
4.250,35.387,37.896,39.981,38.211,37.690,36.650,36.685
4.258,31.447,31.849,36.381,35.437,34.439,34.113,31.848
4.266,24.610,24.641,24.837,27.714,23.583,28.107,26.599
4.273,18.522,16.331,17.716,18.415,21.192,16.002,16.515
4.281,12.533,13.278,16.353,12.564,17.401,12.962,13.836
4.289,17.954,16.539,15.176,14.947,18.852,14.304,13.437
4.297,27.475,22.823,21.945,23.969,22.941,25.423,26.651
4.305,35.298,34.641,36.579,31.498,35.157,33.064,36.855
4.312,42.021,41.644,41.811,40.552,40.037,37.985,41.481
4.320,39.487,41.534,42.318,40.457,43.053,38.591,41.626
4.328,33.503,36.464,33.311,35.771,33.812,37.860,34.461
4.336,28.129,26.573,28.753,30.065,28.768,28.966,26.740
4.344,21.769,23.722,23.437,23.984,24.763,25.207,23.525
4.352,18.074,21.483,19.438,22.816,18.378,21.005,19.058
4.359,15.391,16.294,17.622,14.617,16.141,14.890,16.722
4.367,10.814,10.500,12.243,8.227,8.353,8.669,9.889
4.375,3.915,3.018,5.435,3.337,5.847,7.014,2.928
4.383,3.534,5.378,0.619,2.909,2.877,5.075,4.358
4.391,7.172,8.216,7.525,6.999,10.238,6.666,10.320
4.398,18.440,19.101,19.425,21.579,18.963,19.368,22.081
4.406,34.080,32.222,29.775,32.696,32.349,30.635,32.406
4.414,41.955,37.855,41.079,39.672,42.327,40.134,41.760
4.422,41.045,41.943,37.884,39.305,38.446,41.153,38.860
4.430,37.654,35.087,34.596,36.141,36.071,35.092,39.071
4.438,33.400,33.141,30.822,29.565,33.923,29.435,29.377
4.445,28.633,25.542,30.708,31.321,30.528,27.407,29.998
4.453,30.118,26.918,29.971,25.485,28.417,29.837,27.161
4.461,25.741,27.821,28.064,28.347,25.138,26.128,24.840
4.469,23.924,23.432,21.688,20.546,20.428,19.604,20.329
4.477,19.993,17.431,18.797,17.623,20.159,19.316,19.588
4.484,18.706,19.813,18.811,20.733,20.194,17.868,22.526
4.492,26.710,26.766,30.402,27.379,29.806,27.249,25.817
4.500,44.546,40.085,42.686,43.767,39.134,43.910,43.546
4.508,54.296,57.985,56.485,52.735,54.374,54.962,54.626
4.516,60.054,60.448,61.280,63.236,60.683,63.036,60.079
4.523,62.694,63.869,61.295,59.385,61.980,60.827,59.910
4.531,56.909,59.847,58.102,55.046,58.765,59.507,60.157
4.539,53.817,51.288,53.612,53.247,55.197,51.593,57.365
4.547,53.574,52.956,53.516,50.777,49.927,49.693,51.744
4.555,54.002,50.222,49.414,52.600,52.720,52.493,53.518
4.562,47.011,46.053,50.934,50.697,50.902,47.544,47.991
4.570,42.583,45.455,41.807,45.354,43.908,43.605,43.250
4.578,38.728,38.968,41.504,38.616,40.084,38.746,39.390
4.586,43.287,44.485,44.837,42.693,43.107,40.218,40.427
4.594,50.619,51.151,51.559,53.572,48.681,50.022,50.806
4.602,64.509,59.845,61.384,59.962,62.766,64.011,62.832
4.609,72.156,72.369,71.467,74.879,71.014,74.453,74.314
4.617,75.426,78.549,79.473,75.607,78.124,78.971,76.550
4.625,75.712,73.400,76.020,75.906,76.661,73.171,73.020
4.633,69.195,65.836,67.693,66.342,69.642,69.807,67.865
4.641,63.467,65.072,61.575,64.211,60.835,63.748,61.407
4.648,60.495,56.485,59.729,56.800,59.155,58.583,59.654
4.656,56.397,54.048,54.052,55.276,53.801,56.940,55.876
4.664,47.633,47.531,48.643,47.942,48.478,51.324,50.345
4.672,40.907,42.624,43.354,42.043,43.361,41.832,40.955
4.680,37.481,36.901,39.190,36.436,37.050,37.628,35.948
4.688,36.764,40.257,36.848,35.119,37.134,40.574,36.845
4.695,47.323,44.006,48.360,46.642,45.339,46.212,47.647
4.703,56.494,56.373,56.151,56.250,55.251,55.689,58.475
4.711,65.788,65.828,65.504,65.087,62.319,61.742,64.862
4.719,65.826,66.248,62.325,63.303,66.451,65.094,65.677
4.727,60.124,55.807,58.725,58.231,60.708,57.065,55.561
4.734,48.754,49.214,51.161,50.194,49.732,52.427,50.859
4.742,42.083,42.213,44.725,42.528,44.165,42.474,46.044
4.750,37.820,35.870,40.453,38.818,39.183,38.477,38.100
4.758,32.276,32.530,33.018,31.325,30.853,33.854,32.976
4.766,26.986,27.469,29.509,26.266,27.102,27.767,28.199
4.773,20.976,17.947,17.512,18.907,19.989,19.512,19.673
4.781,11.829,11.806,11.453,12.230,12.937,16.595,12.530
4.789,18.252,17.552,17.342,17.843,14.835,17.179,17.906
4.797,24.462,23.049,21.991,23.756,25.776,25.617,25.467
4.805,32.832,34.239,36.537,36.615,34.841,33.281,35.603
4.812,41.882,41.358,40.437,43.123,40.050,42.515,43.222
4.820,40.440,40.798,39.364,39.117,40.235,43.149,40.564
4.828,37.106,32.310,37.342,34.239,33.168,33.926,34.030
4.836,30.155,29.252,27.481,26.233,27.238,28.700,29.717
4.844,20.222,24.714,22.876,21.073,23.650,23.236,22.719
4.852,19.459,20.240,18.027,19.440,17.573,20.962,21.184
4.859,14.460,17.859,17.150,17.684,15.409,14.619,14.376
4.867,9.138,12.069,9.458,9.917,10.668,8.914,8.580
4.875,6.149,5.848,3.209,3.258,5.553,5.483,2.867
4.883,1.367,1.632,0.810,5.421,0.920,1.883,2.183
4.891,7.433,9.424,7.404,9.234,8.669,8.648,10.003
4.898,21.476,17.471,17.528,21.801,20.209,17.618,20.184
4.906,32.081,31.487,33.952,34.252,30.437,33.660,30.545
4.914,36.936,37.926,38.691,38.270,39.494,40.759,39.279
4.922,39.873,41.542,41.921,41.252,42.308,42.743,42.164
4.930,34.381,36.433,39.160,37.250,34.851,37.382,34.767
4.938,29.196,30.405,31.777,32.213,32.191,29.901,32.776
4.945,27.383,26.777,31.201,28.066,28.063,29.730,26.478
4.953,28.884,28.312,27.711,27.938,26.452,29.469,27.355
4.961,29.278,29.755,26.371,28.116,26.079,27.728,28.646
4.969,22.411,21.998,24.176,22.466,21.422,23.830,20.505
4.977,18.764,19.351,19.180,20.469,18.145,17.081,19.537
4.984,23.258,18.477,18.400,19.222,22.160,21.811,21.241
4.992,27.453,29.770,28.969,26.454,29.609,29.496,26.699
5.000,43.148,43.282,43.863,41.092,44.255,41.007,41.636
5.008,54.940,56.225,53.074,53.576,55.030,57.042,53.169
5.016,63.816,64.349,62.831,63.815,62.991,62.982,60.866
5.023,61.743,61.974,61.449,62.073,65.231,61.057,63.271
5.031,60.454,55.992,58.115,57.616,60.758,60.926,59.470
5.039,56.213,56.757,52.199,55.345,54.207,51.901,53.846
5.047,54.106,50.775,54.977,50.971,49.994,51.259,49.516
5.055,51.682,52.502,51.493,50.463,49.779,51.019,49.744
5.062,50.712,50.292,51.998,49.975,47.571,51.709,48.386
5.070,43.562,44.250,43.548,46.009,46.323,44.855,44.018
5.078,38.340,39.194,39.015,43.154,39.018,39.404,42.188
5.086,40.539,44.148,42.720,43.267,41.982,42.888,40.771
5.094,48.315,50.000,50.666,51.022,50.764,51.883,50.692
5.102,60.981,61.974,62.485,60.362,61.769,59.635,63.928
5.109,71.152,76.078,75.165,70.721,72.764,76.118,74.932
5.117,76.579,77.985,75.406,79.603,78.097,78.710,78.381
5.125,74.036,75.807,75.608,74.017,74.552,72.690,74.040
5.133,67.851,66.386,67.617,68.905,68.308,66.429,70.586
5.141,64.463,63.641,61.458,63.977,60.844,64.368,62.658
5.148,57.958,61.007,57.960,61.606,59.145,57.193,57.708
5.156,56.044,54.630,56.564,53.558,56.575,55.579,57.455
5.164,52.368,51.190,49.921,46.910,49.628,49.004,50.420
5.172,41.883,45.530,45.232,44.049,40.796,43.712,43.702
5.180,36.502,36.659,38.765,35.683,39.422,34.664,39.881
5.188,40.383,38.540,35.499,37.195,39.985,36.752,39.131
5.195,44.395,48.900,45.397,47.775,47.803,46.787,46.326
5.203,57.119,56.535,56.060,55.956,52.550,56.448,53.120
5.211,64.019,62.655,63.131,61.856,61.518,61.776,64.075
5.219,62.184,66.262,66.125,63.542,62.553,63.451,66.165
5.227,55.721,57.489,59.473,59.866,55.800,61.339,57.645
5.234,50.291,49.484,50.936,48.822,48.431,49.571,47.346
5.242,42.593,42.479,42.874,43.183,42.031,46.956,42.101
5.250,37.163,38.591,35.766,40.553,41.512,40.561,37.055
5.258,34.301,34.458,37.101,31.467,35.423,32.726,35.897
5.266,27.999,24.978,27.907,24.455,25.995,27.021,26.673
5.273,18.073,21.385,18.997,17.806,18.898,17.256,21.830
5.281,14.506,14.448,16.904,16.686,14.707,13.088,16.711
5.289,15.367,13.142,16.018,17.239,14.318,16.149,15.615
5.297,22.565,26.716,22.114,25.710,26.825,22.473,23.579
5.305,35.031,36.452,34.155,31.514,34.510,33.533,35.205
5.312,42.629,40.869,41.720,42.003,44.761,42.815,42.577
5.320,39.753,38.892,40.413,40.568,42.150,38.564,39.867
5.328,34.256,35.849,32.535,35.067,32.569,33.185,33.585
5.336,28.802,24.977,25.842,26.614,30.583,28.134,27.611
5.344,23.352,22.703,21.209,24.075,22.265,20.445,23.637
5.352,17.623,20.248,20.442,17.976,21.760,20.017,19.633
5.359,15.811,15.152,18.596,14.550,17.851,14.133,14.184
5.367,10.566,8.203,8.303,8.460,11.642,10.531,10.063
5.375,4.369,6.267,7.117,4.041,2.695,5.926,4.819
5.383,2.233,3.458,1.684,1.961,1.928,5.332,5.456
5.391,7.995,9.759,8.253,10.194,7.346,9.356,8.136
5.398,20.448,21.932,21.549,20.136,18.934,19.655,18.224
5.406,31.894,33.106,33.160,32.138,31.644,33.350,33.221
5.414,40.060,42.477,39.142,42.229,40.814,41.976,40.397
5.422,38.983,41.710,39.087,41.740,38.599,39.716,42.951
5.430,35.309,35.702,36.430,35.829,37.392,36.690,34.686
5.438,30.550,34.020,31.562,29.538,31.592,29.549,30.651
5.445,27.004,27.542,28.623,28.852,27.629,29.032,27.918
5.453,27.106,28.801,29.196,28.143,29.918,28.552,28.378
5.461,28.136,25.117,27.415,28.225,27.358,25.015,26.467
5.469,24.903,22.555,19.810,22.096,24.692,21.238,22.765
5.477,19.461,18.977,21.299,16.809,19.830,19.137,20.348
5.484,19.791,19.661,18.399,18.181,19.492,23.144,22.838
5.492,31.100,26.437,27.840,30.355,31.329,29.452,27.490
5.500,43.803,40.366,40.436,40.113,44.350,41.399,40.142
5.508,52.429,55.389,54.547,51.572,54.453,56.473,54.854
5.516,61.864,64.010,63.020,60.513,63.635,60.836,62.470
5.523,65.124,63.123,61.047,59.360,64.503,64.373,63.995
5.531,56.689,56.901,59.498,59.864,60.323,58.870,57.442
5.539,54.096,51.721,55.207,57.362,54.146,53.455,51.508
5.547,51.736,50.355,51.620,53.273,54.748,49.635,53.378
5.555,50.819,50.535,53.059,50.214,50.513,52.785,49.174
5.562,47.668,50.100,50.105,46.983,47.291,51.854,49.074
5.570,43.538,42.940,43.841,43.499,44.643,43.375,44.202
5.578,38.100,41.900,40.711,42.474,38.751,40.643,38.890
5.586,41.057,42.174,44.084,41.002,39.585,41.573,42.509
5.594,49.300,50.352,51.729,48.106,50.192,48.194,47.310
5.602,64.180,65.083,64.715,63.307,60.371,62.360,60.657
5.609,73.699,71.860,75.800,74.797,73.588,72.900,72.421
5.617,77.460,77.688,75.419,76.608,77.372,79.588,78.154
5.625,75.566,72.180,73.154,73.570,75.424,73.637,73.374
5.633,67.474,67.901,66.324,69.170,66.829,69.757,68.170
5.641,63.860,61.789,60.768,62.479,63.327,63.321,59.920
5.648,61.050,59.715,57.888,59.186,59.450,60.594,60.252
5.656,55.539,56.860,56.241,56.214,54.723,57.469,57.362
5.664,50.493,50.018,52.055,52.054,51.197,52.407,50.039
5.672,44.235,42.455,44.049,40.470,45.080,42.495,43.111
5.680,37.942,36.711,39.832,37.606,38.023,35.218,36.219
5.688,38.541,38.847,38.631,36.509,38.648,38.142,39.090
5.695,47.296,47.407,44.791,45.429,48.188,46.060,47.808
5.703,54.275,56.272,54.492,58.524,55.106,54.863,56.771
5.711,64.382,65.710,61.886,63.496,65.723,65.591,61.649
5.719,65.680,63.333,63.205,63.626,64.638,65.975,61.913
5.727,58.505,60.733,57.978,57.925,58.861,57.809,58.904
5.734,48.949,51.492,51.443,47.968,48.500,48.508,47.931
5.742,45.259,42.086,42.735,43.709,45.724,40.390,44.867
5.750,40.128,41.060,39.829,36.522,39.342,40.502,38.643
5.758,31.260,33.433,34.187,34.647,34.390,33.960,31.610
5.766,29.035,28.564,29.500,25.162,27.063,27.909,25.815
5.773,17.202,19.665,18.008,21.152,18.931,18.054,18.248
5.781,15.280,13.397,13.110,15.350,13.706,11.835,15.883
5.789,16.448,17.291,13.134,13.864,17.355,16.212,14.931
5.797,26.845,23.458,22.386,21.806,25.745,25.077,26.138
5.805,33.186,31.190,33.425,34.670,33.061,35.797,31.945
5.812,39.046,40.821,42.213,41.165,40.478,43.798,40.119
5.820,41.560,39.382,41.539,42.751,38.241,41.385,39.083
5.828,34.030,35.952,35.932,33.615,33.261,33.378,33.125
5.836,28.141,27.298,28.279,25.080,28.699,29.646,25.889
5.844,22.914,23.219,20.208,25.275,23.566,25.046,22.065
5.852,20.833,19.469,17.800,18.108,19.024,18.938,20.242
5.859,16.045,16.966,17.949,16.244,14.618,13.476,15.778
5.867,9.023,12.454,10.477,8.796,9.324,10.320,11.580
5.875,3.904,5.153,5.933,5.610,2.836,4.535,6.638
5.883,4.013,5.283,2.777,1.848,4.694,4.687,4.529
5.891,9.298,9.691,9.511,7.962,5.498,10.035,8.316
5.898,20.828,21.755,19.673,20.353,18.919,20.473,20.459
5.906,32.151,32.902,33.927,33.255,29.653,30.658,32.798
5.914,38.383,40.293,40.411,37.578,41.488,37.235,37.348
5.922,39.523,40.900,41.279,39.682,40.517,39.009,39.129
5.930,35.646,35.290,36.706,38.932,35.658,38.926,37.396
5.938,31.252,33.196,32.955,29.857,29.303,31.106,29.933
5.945,27.826,29.624,29.045,30.806,27.339,27.291,27.989
5.953,29.114,29.591,29.645,27.279,29.446,26.153,29.453
5.961,25.135,25.652,25.518,26.624,28.104,23.600,24.742
5.969,23.291,21.394,20.417,20.158,19.806,20.053,19.402
5.977,21.021,19.980,17.378,17.148,20.445,19.643,18.276
5.984,21.136,18.571,17.788,19.118,20.847,22.014,20.846
5.992,27.090,31.023,30.774,26.056,28.358,29.424,27.409
6.000,40.923,40.705,38.563,42.796,40.721,39.657,40.653
6.008,57.047,53.093,55.603,54.725,54.906,52.606,57.974
6.016,64.044,61.814,65.505,60.915,61.805,62.546,61.256
6.023,64.201,64.464,59.752,61.939,61.394,60.641,62.583
6.031,57.763,59.854,60.749,56.983,60.185,59.290,59.270
6.039,51.097,51.940,52.628,54.089,51.794,53.970,53.328
6.047,53.853,51.285,52.410,52.502,49.692,50.520,54.389
6.055,52.974,52.859,49.175,51.210,49.691,50.689,49.589
6.062,50.712,49.135,49.250,45.901,47.828,48.121,49.845
6.070,45.928,43.874,44.232,46.159,46.024,45.094,42.402
6.078,42.011,41.174,39.921,42.690,39.263,39.923,38.265
6.086,44.196,42.320,40.426,41.025,41.207,43.525,39.683
6.094,49.438,48.836,48.040,50.015,49.761,47.450,52.701
6.102,60.341,61.059,60.339,61.810,62.703,63.125,63.939
6.109,72.220,74.513,75.975,73.923,73.032,71.489,73.187
6.117,77.189,77.258,78.053,78.695,76.388,78.402,79.743
6.125,74.813,72.663,75.487,72.874,75.071,73.429,77.075
6.133,66.481,68.531,68.551,67.336,66.468,67.335,67.555
6.141,60.348,60.527,64.775,61.476,61.628,61.411,61.179
6.148,61.223,59.970,57.103,55.788,58.061,59.540,59.986
6.156,57.500,53.730,57.143,54.266,57.091,53.265,54.618
6.164,47.044,50.010,49.056,50.466,51.578,50.411,50.456
6.172,39.733,44.451,40.350,42.505,44.873,40.041,42.905
6.180,37.884,36.948,35.514,35.656,35.401,39.287,38.581
6.188,36.823,36.952,36.933,37.677,40.131,39.827,37.347
6.195,46.831,44.508,43.695,46.032,46.608,47.539,48.368
6.203,59.439,53.976,56.427,55.120,54.758,53.990,56.879
6.211,64.916,63.787,62.450,61.660,63.028,65.348,64.538
6.219,63.214,62.852,63.094,63.414,64.551,62.667,64.374
6.227,59.254,56.375,56.127,56.968,58.533,60.352,56.505
6.234,49.504,51.454,51.057,49.154,50.449,50.367,47.977
6.242,43.529,45.723,44.983,42.744,44.439,45.504,41.886
6.250,40.237,36.609,40.488,38.271,39.342,38.225,40.603
6.258,31.540,33.935,31.364,32.127,30.381,31.378,31.922
6.266,27.306,25.471,27.835,28.586,27.978,28.204,26.678
6.273,17.169,18.230,16.300,19.407,21.570,20.061,20.362
6.281,15.040,15.181,13.475,12.697,12.025,14.736,13.655
6.289,16.007,14.519,16.292,18.334,13.191,14.682,15.091
6.297,26.582,26.906,26.151,23.716,23.291,22.016,26.232
6.305,37.097,32.220,35.080,34.722,33.722,34.437,35.255
6.312,42.530,42.008,39.334,38.902,40.055,41.277,39.930
6.320,38.359,39.984,43.428,42.899,42.487,39.234,41.097
6.328,36.461,34.491,36.517,36.466,34.529,37.264,37.560
6.336,28.918,30.085,28.600,26.167,29.409,27.948,25.238
6.344,21.495,20.830,25.071,22.815,22.205,25.691,22.563
6.352,18.869,19.055,17.226,18.584,16.681,16.670,17.762
6.359,15.245,14.669,13.820,14.253,15.743,15.701,17.962
6.367,11.291,9.287,11.343,10.706,10.554,8.785,11.904
6.375,4.814,5.897,4.865,6.941,2.979,2.601,4.116
6.383,4.902,3.928,2.802,3.203,4.998,0.438,0.961
6.391,8.840,10.255,10.854,6.995,8.917,6.091,9.773
6.398,22.733,18.147,18.878,19.136,20.007,20.648,20.871
6.406,30.858,31.710,32.594,31.018,32.286,31.932,29.174
6.414,38.334,38.939,41.566,38.356,41.704,42.119,37.477
6.422,42.106,41.183,38.652,40.530,38.167,43.120,39.928
6.430,38.387,35.710,38.779,34.228,35.248,38.283,35.023
